chembl_id	pref_name	max_phase	first_approval	molecule_type	oral	parenteral	topical	natural_product	prodrug	inorganic	polymer	veterinary	withdrawn	canonical_smiles	inchi_key	mw	alogp	hba	hbd	psa	rtb	ro5_viol	qed	heavy_atoms	aromatic_rings	smiles_clean	herg
CHEMBL1000	CETIRIZINE	4	1995	Small molecule	1	1	1	1	0			0		O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1			3.15	4	1	53.01	8			27	2	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	ok
CHEMBL100116	PENTAZOCINE	4	1967	Small molecule	1	1	0	1	0			0		CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C			3.88	2	1	23.47	2			21	1	CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C	ok
CHEMBL1002	LEVOSALBUTAMOL	4	1999	Small molecule	0	0	1	1	0			0		CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1			1.31	4	4	72.72	4			17	1	CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1	ok
CHEMBL100259	URIDINE	3		Small molecule	0	0	0	1	0			0		O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1			-2.85	7	4	124.78	2			17	1	O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	ok
CHEMBL1003	CLAVULANATE POTASSIUM	4	1984	Small molecule	1	1	0	1	0			0		O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]			-1.1	4	2	87.07	2			14	0	O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21	ok
CHEMBL1004	DOXYLAMINE	4	1948	Small molecule	1	0	0	1	0			0		CN(C)CCOC(C)(c1ccccc1)c1ccccn1			2.92	3	0	25.36	6			20	2	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	ok
CHEMBL1005	REMIFENTANIL	4	1996	Small molecule	0	1	0	1	0			0		CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1			2	6	0	76.15	7			27	1	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1	ok
CHEMBL1006	AMIFOSTINE	4	1995	Small molecule	0	1	0	1	1			0		NCCCNCCSP(=O)(O)O			-0.25	4	4	95.58	7			12	0	NCCCNCCSP(=O)(O)O	ok
CHEMBL1008	BEPRIDIL	4	1990	Small molecule	1	0	0	1	0			0		CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1			4.83	3	0	15.71	10			27	2	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	RISK
CHEMBL1009	LEVODOPA	4	1970	Small molecule	1	0	1	1	1			0		N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O			0.05	4	4	103.78	3			14	1	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	ok
CHEMBL101	PHENYLBUTAZONE	4	1980	Small molecule	1	0	0	1	0			0		CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O			3.79	2	0	40.62	5			23	2	CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O	ok
CHEMBL1010	CEFOTAXIME SODIUM	4	1981	Small molecule	0	1	0	1	0			0		CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+]			-0.62	11	3	173.51	7			30	1	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1	ok
CHEMBL101253	VATALANIB	3		Small molecule	0	0	0	1	0			0		Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1			5.01	4	1	50.7	4			25	4	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	ok
CHEMBL1013	LORACARBEF ANHYDROUS	4	1991	Small molecule	1	0	0	1	0			0		N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1			0.71	4	3	112.73	4			24	1	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1	ok
CHEMBL1014	CANDESARTAN CILEXETIL	4	1998	Small molecule	1	0	0	1	1			0		CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1			6.32	11	1	143.34	10			45	5	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	ok
CHEMBL1015	EVANS BLUE FREE ACID	4	1982	Small molecule	0	1	0	0	0			0		Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O			6.67	16	8	359.42	9			58	6	Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O	ok
CHEMBL1016	CANDESARTAN	3		Small molecule	0	0	0	1	0			0		CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1			4.03	7	2	118.81	7			33	5	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	ok
CHEMBL1017	TELMISARTAN	4	1998	Small molecule	1	0	0	1	0			1		CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1			7.26	5	1	72.94	7			39	6	CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	ok
CHEMBL1018	DIENESTROL	4	1947	Small molecule	0	0	1	1	0			0		C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1			4.6	2	2	40.46	3			20	2	C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1	ok
CHEMBL1020	TOLMETIN	4	1976	Small molecule	1	0	0	1	0			0		Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1			2.19	3	1	59.3	4			19	2	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	ok
CHEMBL1021	NEPAFENAC	4	2005	Small molecule	0	0	1	1	1			0		NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N			1.53	3	2	86.18	4			19	2	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	ok
CHEMBL1023	BEXAROTENE	4	1999	Small molecule	1	0	1	1	0			0		C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C			6.1	1	1	37.3	3			26	2	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	ok
CHEMBL1024	IFOSFAMIDE	4	1988	Small molecule	0	1	0	1	1			0		O=P1(NCCCl)OCCCN1CCCl			1.88	2	1	41.57	5			14	0	O=P1(NCCCl)OCCCN1CCCl	ok
CHEMBL1025	ISOFLUROPHATE	4	1957	Small molecule	0	0	1	0	0			0		CC(C)OP(=O)(F)OC(C)C			2.91	3	0	35.53	4			11	0	CC(C)OP(=O)(F)OC(C)C	ok
CHEMBL1027	TIAGABINE	4	1997	Small molecule	1	0	0	1	0			0		Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C			5.04	4	1	40.54	6			25	2	Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C	ok
CHEMBL1029	MIGLUSTAT	4	2002	Small molecule	1	0	0	1	1			0		CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO			-1.45	5	4	84.16	4			15	0	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	ok
CHEMBL102970	PYRIDOXAL	3		Small molecule	0	0	0	1	0			0		Cc1ncc(CO)c(C=O)c1O			0.4	4	2	70.42	2			12	1	Cc1ncc(CO)c(C=O)c1O	ok
CHEMBL103	PROGESTERONE	4	1976	Small molecule	1	1	1	1	0			0		CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C			4.72	2	0	34.14	1			23	0	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	ok
CHEMBL10316	IDAZOXAN	3		Small molecule	0	0	0	1	0			0		c1ccc2c(c1)OCC(C1=NCCN1)O2			0.83	4	1	42.85	1			15	1	c1ccc2c(c1)OCC(C1=NCCN1)O2	ok
CHEMBL1034	DICLOFENAC SODIUM	4	1988	Small molecule	1	1	1	1	0			0		O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]			4.36	2	2	49.33	4			19	2	O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl	ok
CHEMBL1037	GUANADREL	4	1982	Small molecule	1	0	0	1	0			0		N=C(N)NCC1COC2(CCCCC2)O1			0.55	3	3	80.36	2			15	0	N=C(N)NCC1COC2(CCCCC2)O1	ok
CHEMBL104	CLOTRIMAZOLE	4	1975	Small molecule	1	0	1	1	0			0		Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1			5.38	2	0	17.82	4			25	4	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	RISK
CHEMBL1040	CALCIFEDIOL ANHYDROUS	4	1980	Small molecule	1	0	0	1	0			0		C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12			6.73	2	2	40.46	6			29	0	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12	ok
CHEMBL1042	CHOLECALCIFEROL	4	1999	Small molecule	1	1	0	1	0			0		C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12			7.62	1	1	20.23	6			28	0	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12	ok
CHEMBL1043	DAPSONE	4	1979	Small molecule	1	0	1	1	0			0		Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1			1.68	4	2	86.18	2			17	2	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	ok
CHEMBL1046	AMINOCAPROIC ACID	4	1964	Small molecule	1	1	0	1	0			0		NCCCCCC(=O)O			0.59	2	2	63.32	5			9	0	NCCCCCC(=O)O	ok
CHEMBL105	MITOMYCIN	4	1981	Small molecule	0	1	1	1	1			0		CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12			-1.65	8	3	146.89	3			24	0	CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12	ok
CHEMBL1051	LATANOPROST	4	1996	Small molecule	0	0	1	1	1			0		CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O			4.19	5	3	86.99	13			31	1	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O	ok
CHEMBL1054	TRICHLORMETHIAZIDE	4	1960	Small molecule	1	0	0	1	0			0		NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O			0.82	5	3	118.36	2			20	1	NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O	ok
CHEMBL1055	CHLORTHALIDONE	4	1960	Small molecule	1	0	0	1	0			0		NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl			0.92	4	3	109.49	2			22	2	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	ok
CHEMBL1057	FLUORESCEIN	4	1976	Small molecule	0	1	1	1	0			0		O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21			3.67	5	2	75.99	0			25	3	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	ok
CHEMBL1059	PREGABALIN	4	2004	Small molecule	1	0	0	1	0			1		CC(C)C[C@H](CN)CC(=O)O			1.08	2	2	63.32	5			11	0	CC(C)C[C@H](CN)CC(=O)O	ok
CHEMBL106	FLUCONAZOLE	4	1990	Small molecule	1	1	0	0	0			0		OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F			0.74	7	1	81.65	5			22	3	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	ok
CHEMBL106258	AMINOREX	4		Small molecule	0	0	0	1	0			0		NC1=NCC(c2ccccc2)O1			1.07	3	1	47.61	1			12	1	NC1=NCC(c2ccccc2)O1	ok
CHEMBL1064	SIMVASTATIN	4	1991	Small molecule	1	0	0	1	1			0		CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21			4.59	5	1	72.83	6			30	0	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	ok
CHEMBL1065	METHYSERGIDE	4	1962	Small molecule	1	0	0	1	0			0		CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1			1.94	4	2	57.5	4			26	2	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1	ok
CHEMBL1067	LICARBAZEPINE	3		Small molecule	0	0	0	0	0			0		NC(=O)N1c2ccccc2CC(O)c2ccccc21			2.49	2	2	66.56	0			19	2	NC(=O)N1c2ccccc2CC(O)c2ccccc21	ok
CHEMBL1068	OXCARBAZEPINE	4	2000	Small molecule	1	0	0	1	1			0		NC(=O)N1c2ccccc2CC(=O)c2ccccc21			2.64	2	1	63.4	0			19	2	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	ok
CHEMBL1069	VALSARTAN	4	1996	Small molecule	1	0	0	1	0			0		CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C			4.16	5	2	112.07	10			32	3	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C	ok
CHEMBL107	COLCHICINE	4	1961	Small molecule	1	0	0	1	0			0		COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2			2.87	6	1	83.09	5			29	2	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	ok
CHEMBL1070	NABUMETONE	4	1991	Small molecule	1	0	0	1	1			0		COc1ccc2cc(CCC(C)=O)ccc2c1			3.37	2	0	26.3	4			17	2	COc1ccc2cc(CCC(C)=O)ccc2c1	ok
CHEMBL1071	OXAPROZIN	4	1992	Small molecule	1	0	0	1	0			0		O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1			4.03	3	1	63.33	5			22	3	O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1	ok
CHEMBL1072	BUMETANIDE	4	1983	Small molecule	1	1	0	1	0			0		CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1			3.04	5	3	118.72	8			25	2	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	ok
CHEMBL1073	GLIPIZIDE	4	1984	Small molecule	1	0	0	1	0			0		Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1			2.08	6	3	130.15	7			31	2	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	ok
CHEMBL1075	MORICIZINE	4	1990	Small molecule	1	0	0	1	0			0		CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2			4.11	6	1	71.11	5			30	2	CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2	ok
CHEMBL1075733	VALNOCTAMIDE	3		Small molecule	0	0	0	1	0			0		CCC(C)C(CC)C(N)=O			1.54	1	1	43.09	4			10	0	CCC(C)C(CC)C(N)=O	ok
CHEMBL1076211	TOLPERISONE	3		Small molecule	0	0	0	1	0			0		Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1			3.3	2	0	20.31	4			18	1	Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1	ok
CHEMBL1076903	VARENICLINE	4	2006	Small molecule	1	0	1	1	0			0		c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1			1.8	3	1	37.81	0			16	2	c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1	ok
CHEMBL1077	BROMFENAC	4	1997	Small molecule	0	0	1	1	0			0		Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1			2.89	3	2	80.39	4			20	2	Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1	ok
CHEMBL1077896	ROPIVACAINE	4	1996	Small molecule	0	1	0	1	0			0		CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C			3.51	2	1	32.34	4			20	1	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C	ok
CHEMBL1078178	MOMELOTINIB	4	2023	Small molecule	1	0	0	1	0			0		N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1			2.98	7	2	103.17	6			31	3	N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1	ok
CHEMBL1078261	PROPIVERINE	4		Small molecule	0	0	0	1	0			0		CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1			3.99	4	0	38.77	7			27	2	CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1	ok
CHEMBL1079	TIZANIDINE	4	1996	Small molecule	1	0	0	1	0			0		Clc1ccc2nsnc2c1NC1=NCCN1			1.72	6	2	62.2	1			16	2	Clc1ccc2nsnc2c1NC1=NCCN1	ok
CHEMBL1079604	METAXALONE	4	1962	Small molecule	1	0	0	1	0			0		Cc1cc(C)cc(OCC2CNC(=O)O2)c1			1.79	3	1	47.56	3			16	1	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	ok
CHEMBL108	CARBAMAZEPINE	4	1968	Small molecule	1	1	0	1	0			0		NC(=O)N1c2ccccc2C=Cc2ccccc21			3.39	1	1	46.33	0			18	2	NC(=O)N1c2ccccc2C=Cc2ccccc21	ok
CHEMBL108030	UNDECANOATE	3		Small molecule	0	0	0	1	0			0		CCCCCCCCCCC(=O)O			3.6	1	1	37.3	9			13	0	CCCCCCCCCCC(=O)O	ok
CHEMBL1082	AMOXICILLIN	4	1974	Small molecule	1	0	0	1	0			0		CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O			0.02	6	4	132.96	4			25	1	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	ok
CHEMBL1082407	ENZALUTAMIDE	4	2012	Small molecule	1	0	0	0	0			0		CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F			3.99	4	1	76.44	3			32	2	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F	ok
CHEMBL1082462	DBPR-108	3		Small molecule	0	0	0	0	0			0		CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N			0.83	4	1	76.44	5			23	0	CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N	ok
CHEMBL1083390	INTEPIRDINE	3		Small molecule	0	0	0	1	0			0		O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1			2.48	5	1	62.3	3			25	3	O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1	ok
CHEMBL1083659	SUVOREXANT	4	2014	Small molecule	1	0	0	1	0			0		Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1			4.11	7	0	80.29	3			32	4	Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1	ok
CHEMBL1085	ACETOPHENAZINE	4	1961	Small molecule	1	0	0	1	0			0		CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2			3.49	6	1	47.02	7			29	2	CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	ok
CHEMBL108545	METHYL SALICYLATE	4	2008	Small molecule	0	0	1	1	0			0		COC(=O)c1ccccc1O			1.18	3	1	46.53	1			11	1	COC(=O)c1ccccc1O	ok
CHEMBL1085699	MANIDIPINE 6300	3		Small molecule	0	0	0	1	0			0		COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1			4.95	9	1	114.25	10			45	3	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1	ok
CHEMBL1086	DIBUCAINE	4	1982	Small molecule	0	1	0	1	0			0		CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1			3.49	4	1	54.46	10			25	2	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	ok
CHEMBL1086440	TRICLABENDAZOLE	4	2019	Small molecule	1	0	0	1	0			0		CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1			6.04	3	1	37.91	3			21	3	CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1	ok
CHEMBL1086997	LUCERASTAT	3		Small molecule	0	0	0	1	0			0		CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO			-1.45	5	4	84.16	4			15	0	CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO	ok
CHEMBL1087	MEPIVACAINE	4	1960	Small molecule	0	1	0	1	0			0		Cc1cccc(C)c1NC(=O)C1CCCCN1C			2.73	2	1	32.34	2			18	1	Cc1cccc(C)c1NC(=O)C1CCCCN1C	ok
CHEMBL10878	AGOMELATINE	4	2009	Small molecule	1	0	0	1	0			0		COc1ccc2cccc(CCNC(C)=O)c2c1			2.53	2	1	38.33	4			18	2	COc1ccc2cccc(CCNC(C)=O)c2c1	ok
CHEMBL1088	MESORIDAZINE	4	1970	Small molecule	1	1	0	1	0			0		CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21			4.9	4	0	29.54	4			26	2	CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21	RISK
CHEMBL108821	SITAFLOXACIN ANHYDROUS	3		Small molecule	0	0	0	0	0			0		N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2			2.7	5	2	88.56	3			28	2	N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2	ok
CHEMBL1088750	ARRY-797	3		Small molecule	0	0	0	0	0			0		CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21			4.05	5	1	59.39	8			30	3	CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21	ok
CHEMBL1088752	LOSMAPIMOD	3		Small molecule	0	0	0	0	0			0		Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1			3.86	3	2	71.09	5			28	2	Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1	ok
CHEMBL1088977	ADEMETIONINE	3		Small molecule	0	0	0	1	0			0		C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O			-3.26	11	4	185.46	7			27	2	C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	ok
CHEMBL1089	PHENELZINE	4	1961	Small molecule	1	0	0	1	0			0		NNCCc1ccccc1			0.69	2	2	38.05	3			10	1	NNCCc1ccccc1	ok
CHEMBL1089221	BENDAZAC	4	1984	Small molecule	0	0	0	0	0			0		O=C(O)COc1nn(Cc2ccccc2)c2ccccc12			2.55	4	1	64.35	5			21	3	O=C(O)COc1nn(Cc2ccccc2)c2ccccc12	ok
CHEMBL1089318	OPICAPONE	4	2016	Small molecule	1	0	0	1	0			0		Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1			3.28	8	2	149.46	3			27	3	Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1	ok
CHEMBL1089641	TRYPAN BLUE FREE ACID	4	2004	Small molecule	0	0	1	1	0			0		Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O			6.67	16	8	359.42	9			58	6	Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O	ok
CHEMBL109	VALPROIC ACID	4	1978	Small molecule	1	1	0	1	0			0		CCCC(CCC)C(=O)O			2.29	1	1	37.3	5			10	0	CCCC(CCC)C(=O)O	ok
CHEMBL1090	VIDARABINE	4	1976	Small molecule	0	1	1	1	0			0		Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O			-1.98	9	4	139.54	2			19	2	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	ok
CHEMBL1091	HYDROCORTISONE ACETATE	4	1951	Small molecule	0	1	1	1	0			0		CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C			2.35	6	2	100.9	3			29	0	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	ok
