chembl_id	pref_name	max_phase	first_approval	molecule_type	oral	parenteral	topical	natural_product	prodrug	inorganic	polymer	veterinary	withdrawn	canonical_smiles	inchi_key	mw	alogp	hba	hbd	psa	rtb	ro5_viol	qed	heavy_atoms	aromatic_rings	smiles_clean	herg
CHEMBL2104786	PANTETHINE	3		Small molecule	0	0	0	1	0			0		CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO			-1.63	10	8	197.32	19			36	0	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO	ok
CHEMBL2104910	SULFADICRAMIDE	4		Small molecule	0	0	0	0	0			0		CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1			1.04	4	2	89.26	3			17	1	CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1	ok
CHEMBL2104956	BEMOTRIZINOL	3		Small molecule	0	0	0	1	0			0		CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1			9.48	8	2	106.82	18			46	4	CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1	ok
CHEMBL2104979	PERFLUBUTANE	3		Small molecule	0	0	0	0	0			0		FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F			3.38	0	0	0	1			14	0	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	ok
CHEMBL2104993	VORTIOXETINE	4	2013	Small molecule	1	0	0	1	0			0		Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1			3.86	3	1	15.27	3			21	2	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	ok
CHEMBL2105006	IODOL	3		Small molecule	0	0	0	0	0			0		Ic1[nH]c(I)c(I)c1I			3.43	0	1	15.79	0			9	1	Ic1[nH]c(I)c(I)c1I	ok
CHEMBL2105019	LIFIBROL	3		Small molecule	0	0	0	1	0			0		CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1			4.05	3	2	66.76	7			25	2	CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1	ok
CHEMBL2105023	INDIGOTINDISULFONATE SODIUM	4	2022	Small molecule	0	1	0	0	0			0		O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]			1.31	8	4	166.94	2			28	2	O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21	ok
CHEMBL2105085	GEFARNATE	3		Small molecule	0	0	0	1	0			0		CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C			8.42	2	0	26.3	14			29	0	CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C	ok
CHEMBL2105131	MEFRUSIDE	4		Small molecule	0	0	0	0	0			0		CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1			1.18	5	1	106.77	5			23	1	CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	ok
CHEMBL2105161	NICOBOXIL	3		Small molecule	0	0	0	1	0			0		CCCCOCCOC(=O)c1cccnc1			2.06	4	0	48.42	7			16	1	CCCCOCCOC(=O)c1cccnc1	ok
CHEMBL2105224	PHOLCODINE	4		Small molecule	0	0	0	1	0			0		CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5			1.2	6	1	54.4	4			29	1	CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	ok
CHEMBL2105233	PROXIBARBAL	4		Small molecule	0	0	0	0	0			0		C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O			-0.31	4	3	95.5	4			16	0	C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O	ok
CHEMBL2105248	POTASSIUM BITARTRATE	4	2020	Small molecule	0	0	1	1	0			0		O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]												O=C([O-])[C@H](O)[C@@H](O)C(=O)O	ok
CHEMBL2105275	PROPYLHEXEDRINE	4		Small molecule	0	0	0	1	0			0		CNC(C)CC1CCCCC1			2.56	1	1	12.03	3			11	0	CNC(C)CC1CCCCC1	ok
CHEMBL2105345	PROPANIDID	4		Small molecule	0	0	0	0	0			0		CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1			2.44	5	0	65.07	10			24	1	CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1	ok
CHEMBL2105348	RANIMUSTINE	3		Small molecule	0	0	0	1	0			0		CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O			-1.63	8	4	140.92	6			21	0	CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O	ok
CHEMBL2105373	PREGNENOLONE SUCCINATE	3		Small molecule	0	0	0	1	0			0		CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C			4.93	4	1	80.67	5			30	0	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C	ok
CHEMBL2105394	PROMESTRIENE	3		Small molecule	0	0	0	1	0			0		CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12			5.35	2	0	18.46	4			24	1	CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12	ok
CHEMBL2105395	OSPEMIFENE	4	2013	Small molecule	1	0	0	1	0			0		OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1			5.65	2	1	29.46	8			27	3	OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1	ok
CHEMBL2105420	TAUROLIDINE	4	2023	Small molecule	0	0	0	1	0			0		O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1			-2.67	6	2	98.82	2			17	0	O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1	ok
CHEMBL2105458	THENALIDINE	4		Small molecule	0	0	0	1	0			0		CN1CCC(N(Cc2cccs2)c2ccccc2)CC1			3.85	3	0	6.48	4			20	2	CN1CCC(N(Cc2cccs2)c2ccccc2)CC1	ok
CHEMBL2105497	ZIPEPROL	4		Small molecule	0	0	0	0	0			0		COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1			2.74	5	1	45.17	9			28	2	COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1	ok
CHEMBL2105527	TETRAZEPAM	4		Small molecule	0	0	0	1	0			0		CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21			3.61	2	0	32.67	1			20	1	CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21	ok
CHEMBL2105561	SURICLONE	3		Small molecule	0	0	0	0	0			0		CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1			3.03	8	0	78.87	2			31	2	CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1	ok
CHEMBL2105566	FENPROPOREX	4		Small molecule	0	0	0	1	0			0		CC(Cc1ccccc1)NCCC#N			2.12	2	1	35.82	5			14	1	CC(Cc1ccccc1)NCCC#N	ok
CHEMBL2105581	VERALIPRIDE	4	1979	Small molecule	0	0	0	0	0			0		C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC			0.73	6	2	110.96	8			26	1	C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC	ok
CHEMBL2105611	TACALCITOL	4		Small molecule	0	0	0	1	0			0		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O			5.56	3	3	60.69	6			30	0	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	ok
CHEMBL2105637	DELAFLOXACIN	4	2017	Small molecule	1	1	0	0	0			0		Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F			1.92	7	3	121.68	3			30	3	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F	ok
CHEMBL2105648	PALOVAROTENE	4	2023	Small molecule	1	0	0	1	0			0		CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21			6.15	3	1	55.12	5			31	3	CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21	ok
CHEMBL2105656	TELCAGEPANT POTASSIUM	3		Small molecule	0	0	0	0	0			0		CCO.O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c([O-])nc3ncccc32)CC1.[K+]			3.69	5	2	103.33	4			40	3	O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c([O-])nc3ncccc32)CC1	ok
CHEMBL2105659	VARESPLADIB METHYL	3		Small molecule	0	0	0	1	0			0		CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1			2.47	6	1	100.62	8			29	3	CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1	ok
CHEMBL2105664	TECARFARIN	3		Small molecule	0	0	0	0	0			0		CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F			5.13	5	1	76.74	4			32	3	CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F	ok
CHEMBL2105665	ELACYTARABINE	3		Small molecule	0	0	0	1	0			0		CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O			4.03	9	3	136.9	18			36	1	CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O	ok
CHEMBL2105669	TEDIZOLID PHOSPHATE	4	2014	Small molecule	1	1	0	0	1			0		Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1			1.51	9	2	152.79	6			31	3	Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1	ok
CHEMBL2105680	RIFAMYCIN SODIUM	4	2018	Small molecule	1	0	0	1	0			0		CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+]			4.75	12	6	201.31	2			50	2	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	ok
CHEMBL2105681	SAPACITABINE	3		Small molecule	0	0	0	1	1			0		CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1			4.05	8	3	137.47	17			35	1	CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1	ok
CHEMBL2105689	LULICONAZOLE	4	2013	Small molecule	0	0	1	1	0			0		N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1			5.06	5	0	41.61	2			21	2	N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1	ok
CHEMBL2105694	TELAPRISTONE ACETATE	3		Small molecule	0	0	0	1	0			0		COCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C			5.17	6	0	72.91	6			37	1	COCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C	ok
CHEMBL2105695	TELOTRISTAT ETHYL	4	2017	Small molecule	1	0	0	0	1			0		CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1			4.99	9	2	131.17	9			40	4	CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1	ok
CHEMBL2105717	CABOZANTINIB	4	2012	Small molecule	1	0	0	0	0			0		COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC			5.54	6	2	98.78	8			37	4	COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC	ok
CHEMBL2105720	LESINURAD	4	2015	Small molecule	1	0	0	1	0			0		O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12			4.24	5	1	68.01	5			24	3	O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12	ok
CHEMBL2105722	NOMEGESTROL	4		Small molecule	0	0	0	1	0			0		CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C			4.19	4	0	60.44	2			27	0	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	ok
CHEMBL2105728	CRENOLANIB	3		Small molecule	0	0	0	1	0			0		CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1			3.92	7	1	78.43	5			33	4	CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1	ok
CHEMBL2105735	ASUNAPREVIR	4	2014	Small molecule	1	0	0	1	0			0		C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1			3.85	10	3	182.33	11			51	2	C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	ok
CHEMBL2105737	SONIDEGIB	4	2015	Small molecule	1	0	0	0	0			0		Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1			5.82	5	1	63.69	5			35	3	Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1	ok
CHEMBL2105738	GALETERONE	3		Small molecule	0	0	0	1	0			0		C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12			5.81	3	1	38.05	1			29	2	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12	ok
CHEMBL2105740	SITAXENTAN SODIUM	4	2006	Small molecule	0	0	0	0	0			0		Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+]			3.96	8	1	107.73	6			29	3	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2	ok
CHEMBL2105745	GLYCEROL PHENYLBUTYRATE	4	2013	Small molecule	1	0	0	1	1			0		O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1			6.05	6	0	78.9	17			39	3	O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1	ok
CHEMBL2105747	TOZADENANT	3		Small molecule	0	0	0	1	0			0		COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12			2.52	7	2	87.16	3			28	2	COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12	ok
CHEMBL2105755	NALDEMEDINE	4	2017	Small molecule	1	0	0	1	0			0		CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1			3.48	9	4	141.18	6			42	3	CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1	ok
CHEMBL2105759	BARICITINIB	4	2017	Small molecule	1	0	0	1	0			0		CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1			1.1	7	1	120.56	5			26	3	CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1	ok
CHEMBL2105760	BREXPIPRAZOLE	4	2015	Small molecule	1	0	0	1	0			0		O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1			4.72	5	1	48.57	7			31	4	O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1	ok
CHEMBL2105762	OMARIGLIPTIN	4	2015	Small molecule	1	0	0	0	0			0		CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2			1.14	7	1	90.45	3			27	2	CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2	ok
CHEMBL2105827	GLYCEROL, IODINATED	4		Small molecule	0	0	0	1	0			0		CC(I)C1OCC(CO)O1			0.54	3	1	38.69	2			10	0	CC(I)C1OCC(CO)O1	ok
CHEMBL2105842	CORTIVAZOL	4		Small molecule	0	0	0	1	0			0		CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C			4.3	7	2	101.65	4			39	2	CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	ok
CHEMBL2105904	BARBITAL SODIUM	4		Small molecule	0	0	0	1	0			0		CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]			0.16	3	2	75.27	2			13	0	CCC1(CC)C(=O)[N-]C(=O)NC1=O	ok
CHEMBL2105922	ACEXAMIC ACID	3		Small molecule	0	0	0	1	0			0		CC(=O)NCCCCCC(=O)O			0.77	2	2	66.4	6			12	0	CC(=O)NCCCCCC(=O)O	ok
CHEMBL2105935	CHOLINE BITARTRATE	3		Small molecule	0	0	0	1	0			0		C[N+](C)(C)CCO.O=C([O-])C(O)C(O)C(=O)O												O=C([O-])C(O)C(O)C(=O)O	ok
CHEMBL2105941	AMOBARBITAL SODIUM	4		Small molecule	0	0	0	0	0			0		CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+]			1.18	3	2	75.27	4			16	0	CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O	ok
CHEMBL2105945	ACENEURAMIC ACID	3		Small molecule	0	0	0	1	0			0		CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O			-4.03	8	7	184.62	9			21	0	CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O	ok
CHEMBL2105987	ATAMESTANE	3		Small molecule	0	0	0	1	0			0		CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C			4.25	2	0	34.14	0			22	0	CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C	ok
CHEMBL2106049	CHARCOAL, ACTIVATED	3		Small molecule	0	0	0	0	0			0		[C]			0.08	0	0	0	0			1	0	[C]	ok
CHEMBL2106119	CALCIUM GLUCONATE	4	2017	Small molecule	0	1	0	1	0			0		O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]												O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	ok
CHEMBL2106191	CALCIUM DOBESILATE	3		Small molecule	0	0	0	0	0			0		O=S(=O)([O-])c1cc(O)ccc1O.O=S(=O)([O-])c1cc(O)ccc1O.[Ca+2]			0.34	4	3	94.83	1			12	1	O=S(=O)([O-])c1cc(O)ccc1O	ok
CHEMBL2106227	ETIFOXINE	3		Small molecule	0	0	0	1	0			0		CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1			4.23	3	1	33.62	2			21	2	CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1	ok
CHEMBL2106318	IOTHALAMATE SODIUM I 125	4	1982	Small molecule	0	1	0	0	0			0		CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+]			2.52	3	3	95.5	3			20	1	CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I]	ok
CHEMBL2106370	ILAPRAZOLE	3		Small molecule	0	0	0	1	0			0		COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C			3.37	5	1	78.79	5			26	4	COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C	ok
CHEMBL2106424	MECRYLATE	3		Small molecule	0	0	0	0	0			0		C=C(C#N)C(=O)OC			0.24	3	0	50.09	1			8	0	C=C(C#N)C(=O)OC	ok
CHEMBL2106439	PIPOTIAZINE PALMITATE	4		Small molecule	0	0	0	0	0			0		CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1			10.06	7	0	70.16	23			49	2	CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1	ok
CHEMBL2106441	NOXYTIOLIN	4		Small molecule	0	0	0	1	0			0		CNC(=S)NCO			-0.97	2	3	44.29	1			7	0	CNC(=S)NCO	ok
CHEMBL2106489	WATER O 15	3		Small molecule	0	0	0	0	0			0		[15OH2]			-0.82	0	0	31.5	0			1	0	[15OH2]	ok
CHEMBL210651	APRICITABINE	3		Small molecule	0	0	0	1	1			0		Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1			-0.59	7	2	90.37	2			15	1	Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1	ok
CHEMBL2106556	CYCLOBARBITAL CALCIUM	4		Small molecule	0	0	0	0	0			0		CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2]			1.25	3	2	75.27	2			17	0	CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O	ok
CHEMBL2106613	ANECORTAVE ACETATE	3		Small molecule	0	0	0	1	0			0		CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C			3.3	5	1	80.67	3			28	0	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C	ok
CHEMBL2106643	MYCOPHENOLATE SODIUM	4	2004	Small molecule	1	0	0	0	0			0		COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+]			2.73	5	2	93.06	6			23	1	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2	ok
CHEMBL2106794	NAFTAZONE	4		Small molecule	0	0	0	0	0			0		NC(=O)N/N=C1\C=Cc2ccccc2C1=O			0.92	3	2	84.55	1			16	1	NC(=O)N/N=C1\C=Cc2ccccc2C1=O	ok
CHEMBL2106825	MEDROGESTONE	4		Small molecule	0	0	0	1	0			0		CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C			5.28	2	0	34.14	1			25	0	CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	ok
CHEMBL2106907	METHIODAL SODIUM	4		Small molecule	0	0	0	0	0			0		O=S(=O)([O-])CI.[Na+]			0.27	2	1	54.37	1			6	0	O=S(=O)([O-])CI	ok
CHEMBL2106915	METHOPHOLINE	4		Small molecule	0	0	0	0	0			0		COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2			4.52	3	0	21.7	5			24	2	COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2	ok
CHEMBL2106939	POLIHEXANIDE	4	2024	Small molecule	0	0	0	0	0			0		CCCCCCNC(=N)NC(=N)N			0.57	2	5	97.78	5			13	0	CCCCCCNC(=N)NC(=N)N	ok
CHEMBL2107011	OXYPERTINE	4		Small molecule	0	0	0	0	0			0		COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC			3.86	4	1	40.73	6			28	3	COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC	ok
CHEMBL2107014	QUINFAMIDE	3		Small molecule	0	0	0	1	0			0		O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1			3.58	4	0	59.75	3			23	2	O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1	ok
CHEMBL2107067	TESTOSTERONE UNDECANOATE	4	2014	Small molecule	1	1	0	1	1			0		CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C			7.96	3	0	43.37	10			33	0	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	ok
